"ModId","DefName","Field","Index","Source"
"2569091688","HAR_Littluna_c","commandLabel","2","神子の天眼"
"2569091688","HAR_Littluna_c","commandDesc","0","射程内任意のマスの対象を仲間にします。\n\n友達になろうよ！"
"2569091688","HAR_Littluna_c","commandDesc","1","射程内任意のマスから半径3マスにいる対象を強化します。\n\nキミに祝福あれ！"
"2569091688","HAR_Littluna_c","commandDesc","2","射程内任意のマスから半径8マスにいる味方ではない対象にダウンするほどのダメージを与えます。\n\n去なぬのならば、地に並べよ"
"2198830432","HAR_Nearmaere_c","commandLabel","0","剪ぼす劫末"
"2198830432","HAR_Nearmaere_c","commandLabel","1","燬けた瞋恚"
"2198830432","HAR_Nearmaere_c","commandLabel","2","爛れし頽廃"
"2198830432","HAR_Nearmaere_c","commandLabel","3","衍がる祁寒"
"2198830432","HAR_Nearmaere_c","commandLabel","4","沃えた暗澹"
"2198830432","HAR_Nearmaere_c","commandDesc","0","射程内任意のマスに、半径5マスの衝撃波を発生させます。"
"2198830432","HAR_Nearmaere_c","commandDesc","1","射程内任意のマスに、半径2マスの狂暴化させる精神波を発生させます、またこれは友軍に対して敵対行動となりません。"
"2198830432","HAR_Nearmaere_c","commandDesc","2","射程内任意のマスに、半径3マスの鈍重化させる精神波を発生させます。クールタイムは3日です。"
"2198830432","HAR_Nearmaere_c","commandDesc","3","射程内任意のマスに、半径10マスの敵対者に対して凍傷をダメージを負わす力場を発生させます。"
"2198830432","HAR_Nearmaere_c","commandDesc","4","射程内任意のマスに、半径6マスに身体を脆弱化させる精神波を発生させます。"
"2198830432","HAR_Nearmaere_d","commandLabel","0","死体解剖"
"2198830432","HAR_Nearmaere_d","commandLabel","1","旧き医療"
"2198830432","HAR_Nearmaere_d","commandLabel","2","アルクテラの霊薬"
"2198830432","HAR_Nearmaere_d","commandLabel","3","エティーヌの魔薬"
"2198830432","HAR_Nearmaere_d","commandLabel","4","デュナミスの秘薬"
"2198830432","HAR_Nearmaere_d","commandLabel","5","■■■の死薬"
"2198830432","HAR_Nearmaere_d","commandDesc","0","射程内任意のマスから半径２マスにいる死体を解剖し薬材を採取します。\n手に入る薬材は解剖する死体によって異なります。\n再使用は12時間後です。"
"2198830432","HAR_Nearmaere_d","commandDesc","1","対象の傷を治します。\n発動コスト　：液状薬材：　30"
"2198830432","HAR_Nearmaere_d","commandDesc","2","対象を強化します。\n発動コスト　：液状薬材：　20\n　　　　　　：固形薬材：　10"
"2198830432","HAR_Nearmaere_d","commandDesc","3","対象を強化します。\n発動コスト　：液状薬材：　20\n　　　　　　：粉末薬材：　10"
"2198830432","HAR_Nearmaere_d","commandDesc","4","対象を蘇生します。\n発動コスト　：液状薬材： 100\n　　　　　　：固形薬材： 100\n　　　　　　：粉末薬材： 100"
"2198830432","HAR_Nearmaere_d","commandDesc","5","対象を強化します。しかし…\n発動コスト　：液状薬材： 280\n　　　　　　：固形薬材： 280\n　　　　　　：粉末薬材： 280"
"2198830432","HAR_Nearmaere_e","commandLabel","0","急速充電"
"2198830432","HAR_Nearmaere_e","commandLabel","1","ノトスグレネード"
"2198830432","HAR_Nearmaere_e","commandLabel","2","アクリシオスシールド"
"2198830432","HAR_Nearmaere_e","commandLabel","3","アンタレスクレイモア"
"2198830432","HAR_Nearmaere_e","commandLabel","4","エウリュトスカノン"
"2198830432","HAR_Nearmaere_e","commandDesc","0","ヘスティアファーネスにEN30%の充電を行います\n副作用として餓えやすくなります\n再使用には1日の時間が必要となります。"
"2198830432","HAR_Nearmaere_e","commandDesc","1","指定マスにグレネードを投擲します\n消費EN　　：　5"
"2198830432","HAR_Nearmaere_e","commandDesc","2","自身を中心に半径2マスの低角低下シールドを展開します\n消費EN　　：　20"
"2198830432","HAR_Nearmaere_e","commandDesc","3","指定マスにクレイモアを設置します\n消費EN　　：　10"
"2198830432","HAR_Nearmaere_e","commandDesc","4","指定したマス付近に8連迫撃砲を放ちます\n消費EN　　：　60"
"2394460334","HAR_Neclose_BaseNRPawn_b","commandLabel","0","宇宙からの声"
"2394460334","HAR_Neclose_BaseNRPawn_b","commandLabel","1","狂気人脈"
"2394460334","HAR_Neclose_BaseNRPawn_b","commandLabel","2","クレアースの影"
"2394460334","HAR_Neclose_BaseNRPawn_b","commandLabel","3","外から訪れたもの"
"2394460334","HAR_Neclose_BaseNRPawn_b","commandLabel","4","ディアスティマの猟犬"
"2394460334","HAR_Neclose_BaseNRPawn_b","commandDesc","0","射程内任意のマスから半径10マスに洗脳波を発生させます。洗脳が可能なのは人間以外です。"
"2394460334","HAR_Neclose_BaseNRPawn_b","commandDesc","1","射程内任意のマスから半径10マスに干渉波を発生させます。受けた相手は短時間発狂します。"
"2394460334","HAR_Neclose_BaseNRPawn_b","commandDesc","2","射程内任意のマスから半径10マス以内にいる死体を眷属として蘇生させます。"
"2394460334","HAR_Neclose_BaseNRPawn_b","commandDesc","3","30分間、不可視になります。"
"2394460334","HAR_Neclose_BaseNRPawn_b","commandDesc","4","射程内任意のマスに瞬間移動します。"
"2763078885","HAR_Qualeela_b","commandLabel","0","レガリアオウス"
"2763078885","HAR_Qualeela_b","commandLabel","1","レガリアブレス"
"2763078885","HAR_Qualeela_b","commandDesc","0","自身と周囲の味方に身体強化を施します、再使用には3日間の時間が必要となります。"
"2763078885","HAR_Qualeela_b","commandDesc","1","自身と周囲の味方に防御強化を施します、再使用には3日間の時間が必要となります。"
"2233666290","HAR_Silkiera_c","commandLabel","0","陽炎"
"2233666290","HAR_Silkiera_c","commandLabel","1","狐憑"
"2233666290","HAR_Silkiera_c","commandLabel","2","蠱毒"
"2233666290","HAR_Silkiera_c","commandDesc","0","射程内任意のマスに瞬間移動します。"
"2233666290","HAR_Silkiera_c","commandDesc","1","射程内任意のマスに、半径4マスの状態異常の攻撃を行います。"
"2233666290","HAR_Silkiera_c","commandDesc","2","射程内任意のマスに、狂暴化した虫を大量発生させます。"
"2608237489","HAR_Solark_BaseNRPawn_b","commandLabel","0","シェオルフレア"
"2608237489","HAR_Solark_BaseNRPawn_b","commandLabel","1","シェメシュネッサ"
"2608237489","HAR_Solark_BaseNRPawn_b","commandDesc","0","【範囲:大規模】自身を中心として体内に蓄えた反物質を解放します、再使用には1日の時間が必要となります。"
"2608237489","HAR_Solark_BaseNRPawn_b","commandDesc","1","ヘレルレーヴの力を解放し竜体へと転身します、再使用には1日の時間が必要となります。"
"2608237489","HAR_Solark_BaseNRPawn","commandLabel","0","ラアムフレア"
"2608237489","HAR_Solark_BaseNRPawn","commandLabel","1","シェオルフレア"
"2608237489","HAR_Solark_BaseNRPawn","commandDesc","0","【範囲:小規模】自身を中心として体内に蓄えた反物質を解放します、再使用には3日間の時間が必要となります。"
"2608237489","HAR_Solark_BaseNRPawn","commandDesc","1","【範囲:大規模】自身を中心として体内に蓄えた反物質を解放します、再使用には1シーズンの時間が必要となります。"
"2216916011","HAR_Xenoorca_b","commandLabel","0","深淵泳ぎ"
"2216916011","HAR_Xenoorca_b","commandDesc","0","射程内任意のマスに瞬間移動します。"
"3750626266","Aya_CI_Skill_Gain_a","commandLabel","0","ケイオストラベル"
"3750626266","Aya_CI_Skill_Gain_a","commandDesc","0","指定した位置に瞬時にテレポートします。"
"3750626266","Aya_CI_Skill_Gain_b","commandLabel","0","インヴァーテッドノヴァ"
"3750626266","Aya_CI_Skill_Gain_b","commandDesc","0","指定した位置に半径6マスの反物質爆発を発生させます。"
"3750626266","Aya_CI_Skill_Gain_c","commandLabel","0","コンフラグレイション"
"3750626266","Aya_CI_Skill_Gain_c","commandDesc","0","指定した位置に半径6マスの反物質爆発を発生させます。"
"3750626266","Aya_CI_Skill_Gain_d","commandLabel","0","ブレインハック"
"3750626266","Aya_CI_Skill_Gain_d","commandDesc","0","指定した位置を中心に半径8マスにいる入植者以外全員をスタンさせる。"
"3750626266","Aya_CI_Skill_Gain_e","commandLabel","0","クルエリィエッジ"
"3750626266","Aya_CI_Skill_Gain_e","commandDesc","0","指定した位置を中心に半径4マスにいる入植者以外全員に斬撃を与え出血を強いる。"
"3750626266","Aya_CI_Skill_Gain_f","commandLabel","0","セプロフォビア"
"3750626266","Aya_CI_Skill_Gain_f","commandDesc","0","指定した位置を中心に半径5マスランダムに腐食性の爆発弾を8つ発射する。"
"3750626266","Aya_CI_Skill_Gain_g","commandLabel","0","フェイズフィルム"
"3750626266","Aya_CI_Skill_Gain_g","commandDesc","0","指定した位置を中心に半径5マスにいる入植者全員にバリアを付与する。"
"3750626266","Aya_CI_Skill_Gain_h","commandLabel","0","マーシフルショット"
"3750626266","Aya_CI_Skill_Gain_h","commandDesc","0","指定した対象に急所狙いの銃撃を放つ。"
"3750626266","Aya_CI_Skill_Gain_i","commandLabel","0","グッバイペイン！"
"3750626266","Aya_CI_Skill_Gain_i","commandDesc","0","指定した位置を中心に半径5マスにいる敵対者以外全員を治癒する。"
"3750626266","Aya_CI_Skill_Gain_j","commandLabel","0","ソヴリングレイス"
"3750626266","Aya_CI_Skill_Gain_j","commandDesc","0","指定したマスの周囲にいる、入植者全員を強化する。"
"3675887482","HAR_Outerm","commandLabel","0","ヴリコラカス"
"3675887482","HAR_Outerm","commandLabel","1","ウペレテス"
"3675887482","HAR_Outerm","commandLabel","2","アキノイア"
"3675887482","HAR_Outerm","commandLabel","3","カタリュシス"
"3675887482","HAR_Outerm","commandLabel","4","アポストロス"
"3675887482","HAR_Outerm","commandLabel","5","ティフォナス"
"3675887482","HAR_Outerm","commandLabel","6","エモラギア"
"3675887482","HAR_Outerm","commandLabel","7","ティシフォネ"
"3675887482","HAR_Outerm","commandLabel","8","アルパクティコ"
"3675887482","HAR_Outerm","commandLabel","9","ケリュフォス"
"3675887482","HAR_Outerm","commandDesc","0","相手一体に噛みついて吸血する。\n発動条件　：人工種族Lv1\n再使用　　：30分"
"3675887482","HAR_Outerm","commandDesc","1","狂暴化したカラスを三体召喚する。\n発動条件　：人工種族Lv2\n再使用　　：3時間"
"3675887482","HAR_Outerm","commandDesc","2","確率回避状態となる。\n発動条件　：人工種族Lv3\n再使用　　：1日"
"3675887482","HAR_Outerm","commandDesc","3","相手一体の一部機能を一時的に麻痺させる。\n発動条件　：人工種族Lv4\n再使用　　：1時間"
"3675887482","HAR_Outerm","commandDesc","4","高次から力を受けて強化状態となる。\n発動条件　：人工種族Lv5\n再使用　　：3日"
"3675887482","HAR_Outerm","commandDesc","5","指定したマスに向かって飛翔する。\n発動条件　：人工種族Lv6\n再使用　　：30分"
"3675887482","HAR_Outerm","commandDesc","6","指定マスまでノックバックを発生させる扇状の衝撃波を放つ。\n発動条件　：人工種族Lv7\n再使用　　：30分"
"3675887482","HAR_Outerm","commandDesc","7","反撃状態となる。\n発動条件　：人工種族Lv8\n再使用　　：1日"
"3675887482","HAR_Outerm","commandDesc","8","死体を捕食して強化する。\n発動条件　：人工種族Lv9\n再使用　　：30分"
"3675887482","HAR_Outerm","commandDesc","9","覚醒状態となる。\n発動条件　：人工種族Lv10\n再使用　　：1日"
"3477749439","HAR_Zoichor","commandLabel","0","クライオフレア"
"3477749439","HAR_Zoichor","commandLabel","1","スコティアウェイヴ"
"3477749439","HAR_Zoichor","commandLabel","2","アゴニアストライク"
"3477749439","HAR_Zoichor","commandLabel","3","スタウロスアウト"
"3477749439","HAR_Zoichor","commandLabel","4","ネクロアウェイクン"
"3477749439","HAR_Zoichor","commandLabel","5","ケイオスヴェール"
"3477749439","HAR_Zoichor","commandLabel","6","アディスインヴァイト"
"3477749439","HAR_Zoichor","commandDesc","0","射程内任意のマス付近に凍炎弾を5つ発射する。\n発動条件　：[太陽]　2\n以上発動コスト：[神銀]　5"
"3477749439","HAR_Zoichor","commandDesc","1","自身の中心に半径7マスの波動を放つ。\n発動条件　：[太陽]　3\n発動コスト：[神銀]　5"
"3477749439","HAR_Zoichor","commandDesc","2","対象にダメージを与えスタンさせる。\n発動条件　：[太陽]　4\n発動コスト：[神銀] 5"
"3477749439","HAR_Zoichor","commandDesc","3","対象の装甲を破壊する。\n発動条件　：[太陽]　4\n発動コスト：[神銀] 10"
"3477749439","HAR_Zoichor","commandDesc","4","対象を蘇生する。\n発動条件　：[太陽]　5\n発動コスト：[神銀] 60"
"3477749439","HAR_Zoichor","commandDesc","5","自身を確立反射状態にする。\n発動条件　：[太陽]　5\n発動コスト：[神銀] 40"
"3477749439","HAR_Zoichor","commandDesc","6","対象を即死させる。\n発動条件　：[太陽]　6\n発動コスト：[神銀] 30"
